Time,Open,High,Low,Last,Change,%Chg,Volume
05/30/2022,1.2612,1.26594,1.26083,1.26551,0.00285,+0.23%,198011
05/31/2022,1.2651,1.26533,1.25598,1.25983,-0.00568,-0.45%,276312
06/01/2022,1.25985,1.26158,1.24587,1.24822,-0.01161,-0.92%,248427
06/02/2022,1.2482,1.25859,1.24687,1.25722,0.009,+0.72%,206742
06/03/2022,1.25716,1.25885,1.24814,1.2484,-0.00882,-0.70%,196915
06/06/2022,1.25012,1.25767,1.24765,1.25282,0.00442,+0.35%,215285
06/07/2022,1.25274,1.25991,1.24303,1.25857,0.00575,+0.46%,271592
06/08/2022,1.25856,1.25959,1.25132,1.25313,-0.00544,-0.43%,247496
06/09/2022,1.25318,1.25571,1.24867,1.24907,-0.00406,-0.32%,298071
06/10/2022,1.24903,1.25167,1.22841,1.22926,-0.01981,-1.59%,296752
06/13/2022,1.23238,1.23242,1.21071,1.21224,-0.01702,-1.38%,353422
06/14/2022,1.21228,1.22068,1.19337,1.19941,-0.01283,-1.06%,390877
06/15/2022,1.19943,1.22038,1.19844,1.21686,0.01745,+1.45%,428664
06/16/2022,1.21693,1.24055,1.20416,1.23487,0.01801,+1.48%,432365
06/17/2022,1.23489,1.23632,1.21728,1.22178,-0.01309,-1.06%,360088
06/20/2022,1.22259,1.22797,1.21984,1.22463,0.00285,+0.23%,265586
06/21/2022,1.22466,1.23232,1.22405,1.22758,0.00295,+0.24%,276181
06/22/2022,1.22758,1.23139,1.21613,1.22536,-0.00222,-0.18%,322540
06/23/2022,1.22541,1.22938,1.217,1.22533,-3.0E-5,0.00%,351209
06/24/2022,1.22538,1.23199,1.22403,1.22697,0.00164,+0.13%,289017
06/27/2022,1.22788,1.23317,1.22378,1.22648,-0.00049,-0.04%,290390
06/28/2022,1.22647,1.22906,1.21801,1.21835,-0.00813,-0.66%,305860
06/29/2022,1.21833,1.2212,1.21058,1.2117,-0.00665,-0.55%,348657
06/30/2022,1.21174,1.2188,1.20917,1.21741,0.00571,+0.47%,336414
07/01/2022,1.21743,1.21803,1.19759,1.20937,-0.00804,-0.66%,333735
07/04/2022,1.21041,1.21647,1.20837,1.20993,0.00056,+0.05%,230481
07/05/2022,1.21027,1.21242,1.18988,1.19545,-0.01448,-1.20%,343269
07/06/2022,1.19545,1.19885,1.18756,1.19144,-0.00401,-0.34%,386346
07/07/2022,1.19151,1.2029,1.1908,1.20206,0.01062,+0.89%,330421
07/08/2022,1.20202,1.20543,1.19194,1.20148,-0.00058,-0.05%,332630
07/11/2022,1.20109,1.20358,1.18664,1.18856,-0.01292,-1.08%,302196
07/12/2022,1.18855,1.19156,1.18072,1.18859,3.0E-5,0.00%,358089
07/13/2022,1.18851,1.19666,1.18274,1.18881,0.00022,+0.02%,385037
07/14/2022,1.18879,1.18924,1.17604,1.18226,-0.00655,-0.55%,409953
07/15/2022,1.18219,1.1874,1.18047,1.18612,0.00386,+0.33%,342313
07/18/2022,1.18711,1.20326,1.18623,1.19485,0.00873,+0.74%,294120
07/19/2022,1.19488,1.20447,1.19243,1.19954,0.00469,+0.39%,306452
07/20/2022,1.1995,1.20365,1.19531,1.19744,-0.0021,-0.18%,331865
07/21/2022,1.1974,1.20032,1.18902,1.20019,0.00275,+0.23%,375199
07/22/2022,1.20019,1.20633,1.19163,1.1997,-0.00049,-0.04%,383018
07/25/2022,1.20249,1.20859,1.19596,1.20403,0.00433,+0.36%,309803
07/26/2022,1.20404,1.20893,1.19638,1.20246,-0.00157,-0.13%,303439
07/27/2022,1.20248,1.21855,1.20202,1.21545,0.01299,+1.08%,346711
07/28/2022,1.21547,1.21904,1.21033,1.21779,0.00234,+0.19%,370509
07/29/2022,1.21779,1.22446,1.20632,1.21728,-0.00051,-0.04%,384587
08/01/2022,1.21647,1.22926,1.21558,1.22466,0.00738,+0.61%,307016
08/02/2022,1.22454,1.22776,1.21544,1.21544,-0.00922,-0.75%,385247
08/03/2022,1.2156,1.2207,1.21004,1.21452,-0.00092,-0.08%,353354
08/04/2022,1.21433,1.22119,1.2066,1.21529,0.00077,+0.06%,319179
08/05/2022,1.21532,1.21681,1.20035,1.20667,-0.00862,-0.71%,323825
08/08/2022,1.20832,1.21372,1.20471,1.20783,0.00116,+0.10%,252582
08/09/2022,1.20784,1.21296,1.20629,1.20653,-0.0013,-0.11%,248192
08/10/2022,1.2066,1.22754,1.20638,1.22047,0.01394,+1.16%,203536
08/11/2022,1.21954,1.22491,1.208,1.21971,-0.00076,-0.06%,240159
08/12/2022,1.2197,1.22242,1.21002,1.21263,-0.00708,-0.58%,202000
08/15/2022,1.21246,1.21475,1.20498,1.20513,-0.0075,-0.62%,219411
08/16/2022,1.20512,1.21172,1.2008,1.20845,0.00332,+0.28%,224565
08/17/2022,1.20814,1.21414,1.2028,1.20469,-0.00376,-0.31%,232819
08/18/2022,1.20465,1.2097,1.19223,1.19309,-0.0116,-0.96%,206318
08/19/2022,1.19316,1.19383,1.17924,1.18283,-0.01026,-0.86%,226540
08/22/2022,1.18239,1.18351,1.17419,1.17614,-0.00669,-0.57%,126524
08/23/2022,1.17626,1.18768,1.17174,1.18197,0.00583,+0.50%,145989
08/24/2022,1.18207,1.18385,1.17561,1.17866,-0.00331,-0.28%,138110
08/25/2022,1.17873,1.18636,1.17829,1.18273,0.00407,+0.35%,144473
08/26/2022,1.18277,1.18963,1.1701,1.17178,-0.01095,-0.93%,153240
08/29/2022,1.1743,1.17434,1.16477,1.17004,-0.00174,-0.15%,135603
08/30/2022,1.17007,1.17596,1.16219,1.16537,-0.00467,-0.40%,158491
08/31/2022,1.16536,1.16926,1.16016,1.16205,-0.00332,-0.28%,151532
09/01/2022,1.16204,1.16222,1.14999,1.15415,-0.0079,-0.68%,158090
09/02/2022,1.15414,1.15882,1.14953,1.1507,-0.00345,-0.30%,152488
09/05/2022,1.14739,1.15208,1.14423,1.15154,0.00084,+0.07%,112520
09/06/2022,1.15153,1.16079,1.1497,1.15119,-0.00035,-0.03%,164894
09/07/2022,1.15116,1.15384,1.14053,1.15256,0.00137,+0.12%,334137
09/08/2022,1.15256,1.15596,1.14606,1.15018,-0.00238,-0.21%,373797
09/09/2022,1.15017,1.16477,1.14968,1.15866,0.00848,+0.74%,326761
09/12/2022,1.16473,1.17102,1.15997,1.16781,0.00915,+0.79%,304494
09/13/2022,1.16763,1.17375,1.14901,1.14901,-0.0188,-1.61%,338864
09/14/2022,1.14902,1.1589,1.14795,1.15326,0.00425,+0.37%,371692
09/15/2022,1.15333,1.15466,1.14613,1.14658,-0.00668,-0.58%,259627
09/16/2022,1.1465,1.14797,1.13508,1.14182,-0.00476,-0.42%,321922
09/19/2022,1.14158,1.14416,1.1355,1.14327,0.00145,+0.13%,231062
09/20/2022,1.14326,1.14602,1.1357,1.13793,-0.00534,-0.47%,316469
09/21/2022,1.13791,1.13837,1.12367,1.12691,-0.01102,-0.97%,382967
09/22/2022,1.1269,1.13623,1.12118,1.12521,-0.0017,-0.15%,411472
09/23/2022,1.12525,1.12726,1.08353,1.08363,-0.04158,-3.70%,440424
09/26/2022,1.07837,1.09285,1.03485,1.06879,-0.01484,-1.37%,614599
09/27/2022,1.06877,1.0838,1.06494,1.07305,0.00426,+0.40%,527280
09/28/2022,1.07306,1.09148,1.05401,1.0889,0.01585,+1.48%,596143
09/29/2022,1.0889,1.11188,1.07618,1.11108,0.02218,+2.04%,579476
09/30/2022,1.11112,1.12338,1.10248,1.11649,0.00541,+0.49%,576894
10/03/2022,1.1158,1.13336,1.10851,1.13199,0.0155,+1.39%,436060
10/04/2022,1.13201,1.14886,1.12491,1.14747,0.01548,+1.37%,479892
10/05/2022,1.14745,1.14951,1.12267,1.13206,-0.01541,-1.34%,468772
10/06/2022,1.13211,1.1382,1.11142,1.11594,-0.01612,-1.42%,501239
10/07/2022,1.11592,1.12245,1.10514,1.10903,-0.00691,-0.62%,451160
10/10/2022,1.10888,1.11102,1.10196,1.1054,-0.00363,-0.33%,417219
10/11/2022,1.10541,1.11795,1.09524,1.09651,-0.00889,-0.80%,534179
10/12/2022,1.0965,1.11324,1.09239,1.10989,0.01338,+1.22%,556440
10/13/2022,1.10993,1.13786,1.10575,1.13257,0.02268,+2.04%,541721
10/14/2022,1.13259,1.13646,1.1152,1.11795,-0.01462,-1.29%,531752
10/17/2022,1.12632,1.14385,1.11945,1.1355,0.01755,+1.57%,506931
10/18/2022,1.13554,1.1409,1.12554,1.13218,-0.00332,-0.29%,516069
10/19/2022,1.13219,1.13559,1.11847,1.12168,-0.0105,-0.93%,542127
10/20/2022,1.12169,1.13355,1.11712,1.12365,0.00197,+0.18%,570420
10/21/2022,1.12369,1.13139,1.10612,1.12965,0.006,+0.53%,578274
10/24/2022,1.1322,1.14046,1.12581,1.12758,-0.00207,-0.18%,523630
10/25/2022,1.12756,1.14986,1.12703,1.14683,0.01925,+1.71%,435867
10/26/2022,1.14684,1.16385,1.14282,1.16286,0.01603,+1.40%,489494
10/27/2022,1.16283,1.16439,1.15492,1.15613,-0.00673,-0.58%,521360
10/28/2022,1.15616,1.16227,1.15035,1.16155,0.00542,+0.47%,467666
10/31/2022,1.15674,1.16124,1.14602,1.14637,-0.01518,-1.31%,364182
11/01/2022,1.14638,1.15655,1.14375,1.14815,0.00178,+0.16%,429695
11/02/2022,1.14817,1.1563,1.13863,1.13897,-0.00918,-0.80%,410438
11/03/2022,1.13895,1.14207,1.11515,1.11552,-0.02345,-2.06%,451003
11/04/2022,1.11552,1.13812,1.11469,1.13729,0.02177,+1.95%,411461
11/07/2022,1.13115,1.15411,1.12907,1.15122,0.01393,+1.22%,425649
11/08/2022,1.15116,1.15984,1.14302,1.15434,0.00312,+0.27%,418189
11/09/2022,1.15431,1.15665,1.13278,1.13547,-0.01887,-1.63%,478531
11/10/2022,1.13543,1.17305,1.13511,1.17113,0.03566,+3.14%,480821
11/11/2022,1.17114,1.1854,1.16458,1.18282,0.01169,+1.00%,500221
11/14/2022,1.18114,1.18287,1.17108,1.1756,-0.00722,-0.61%,447398
11/15/2022,1.17549,1.20255,1.17319,1.18642,0.01082,+0.92%,522248
11/16/2022,1.18641,1.19416,1.1831,1.19126,0.00484,+0.41%,506884
11/17/2022,1.19123,1.19577,1.17627,1.18635,-0.00491,-0.41%,463440
11/18/2022,1.18636,1.195,1.18575,1.18867,0.00232,+0.20%,376041
11/21/2022,1.19005,1.19005,1.17783,1.18215,-0.00652,-0.55%,346867
11/22/2022,1.18211,1.19021,1.18173,1.18857,0.00642,+0.54%,361400
11/23/2022,1.18855,1.20803,1.18726,1.20543,0.01686,+1.42%,367038
11/24/2022,1.20544,1.21533,1.2048,1.2112,0.00577,+0.48%,328883
11/25/2022,1.21139,1.21271,1.20584,1.20926,-0.00194,-0.16%,292140
11/28/2022,1.2068,1.21175,1.19404,1.19591,-0.01335,-1.10%,383987
11/29/2022,1.19591,1.20638,1.1945,1.19497,-0.00094,-0.08%,402895
11/30/2022,1.19497,1.20865,1.19033,1.20573,0.01076,+0.90%,344814
12/01/2022,1.20572,1.23078,1.20533,1.2254,0.01967,+1.63%,314606
12/02/2022,1.2254,1.22995,1.2135,1.22926,0.00386,+0.31%,410971
12/05/2022,1.22839,1.23438,1.21615,1.21915,-0.01011,-0.82%,384666
12/06/2022,1.21913,1.2268,1.2127,1.21301,-0.00614,-0.50%,376016
12/07/2022,1.21306,1.22339,1.21048,1.22058,0.00757,+0.62%,403367
12/08/2022,1.22054,1.2247,1.21545,1.22348,0.0029,+0.24%,349157
12/09/2022,1.22349,1.23228,1.22092,1.2262,0.00272,+0.22%,396693
12/12/2022,1.22634,1.22986,1.22096,1.22717,0.00097,+0.08%,347619
12/13/2022,1.22716,1.24442,1.22488,1.23661,0.00944,+0.77%,451047
12/14/2022,1.23654,1.24462,1.23423,1.24272,0.00611,+0.49%,449112
12/15/2022,1.2427,1.24294,1.21568,1.21778,-0.02494,-2.01%,452516
12/16/2022,1.2178,1.22231,1.21206,1.21391,-0.00387,-0.32%,407808
12/19/2022,1.21537,1.22419,1.21207,1.21464,0.00073,+0.06%,366643
12/20/2022,1.21465,1.22231,1.2086,1.21845,0.00381,+0.31%,454418
12/21/2022,1.21844,1.21922,1.20554,1.20841,-0.01004,-0.82%,362625
12/22/2022,1.20842,1.21472,1.19933,1.20444,-0.00397,-0.33%,359277
12/23/2022,1.2044,1.20902,1.20193,1.2051,0.00066,+0.05%,343261
12/26/2022,1.20517,1.20825,1.20517,1.20682,0.00172,+0.14%,15638
12/27/2022,1.20683,1.21122,1.20028,1.20326,-0.00356,-0.29%,337415
12/28/2022,1.20322,1.21256,1.20028,1.20192,-0.00134,-0.11%,330273
12/29/2022,1.2019,1.20784,1.20149,1.2056,0.00368,+0.31%,293694
12/30/2022,1.2056,1.2107,1.20106,1.20972,0.00412,+0.34%,340696
01/02/2023,1.20966,1.2101,1.20356,1.2047,-0.00502,-0.41%,66439
01/03/2023,1.20469,1.2085,1.1901,1.1967,-0.008,-0.66%,363566
01/04/2023,1.19669,1.20872,1.19582,1.20554,0.00884,+0.74%,390851
01/05/2023,1.20554,1.20776,1.18738,1.19117,-0.01437,-1.19%,377763
01/06/2023,1.19115,1.20991,1.18417,1.2094,0.01823,+1.53%,401782
01/09/2023,1.20865,1.22099,1.20864,1.21839,0.00899,+0.74%,361042
01/10/2023,1.2184,1.21974,1.21103,1.21502,-0.00337,-0.28%,362934
01/11/2023,1.21503,1.21786,1.21005,1.21486,-0.00016,-0.01%,334239
01/12/2023,1.21486,1.2247,1.20893,1.22118,0.00632,+0.52%,418364
01/13/2023,1.22117,1.22481,1.21505,1.22337,0.00219,+0.18%,359571
01/16/2023,1.22006,1.22893,1.21724,1.21952,-0.00385,-0.31%,279922
01/17/2023,1.21964,1.22998,1.21699,1.22884,0.00932,+0.76%,378523
01/18/2023,1.22884,1.24353,1.22557,1.23459,0.00575,+0.47%,428998
01/19/2023,1.23462,1.23975,1.23132,1.23911,0.00452,+0.37%,360596
01/20/2023,1.23909,1.24046,1.23355,1.23981,0.0007,+0.06%,307229
01/23/2023,1.2398,1.24468,1.2324,1.23787,-0.00194,-0.16%,306270
01/24/2023,1.23785,1.24137,1.22639,1.23387,-0.004,-0.32%,302037
01/25/2023,1.23384,1.2404,1.22835,1.24029,0.00642,+0.52%,292719
01/26/2023,1.24028,1.24303,1.23451,1.24104,0.00075,+0.06%,288003
01/27/2023,1.24102,1.24189,1.23459,1.23962,-0.00142,-0.11%,269490
01/30/2023,1.23795,1.24173,1.2338,1.23508,-0.00454,-0.37%,299857
01/31/2023,1.23508,1.2371,1.22842,1.23171,-0.00337,-0.27%,304298
02/01/2023,1.23171,1.23935,1.22773,1.23728,0.00557,+0.45%,325809
02/02/2023,1.2373,1.24004,1.22229,1.22249,-0.01479,-1.20%,388999
02/03/2023,1.22249,1.22656,1.20482,1.2054,-0.01709,-1.40%,355396
02/06/2023,1.2033,1.20771,1.20059,1.20193,-0.00347,-0.29%,307791
02/07/2023,1.20194,1.20946,1.19615,1.20478,0.00285,+0.24%,350206
02/08/2023,1.20476,1.21099,1.20386,1.20718,0.0024,+0.20%,304711
02/09/2023,1.20718,1.21937,1.20571,1.21202,0.00484,+0.40%,312216
02/10/2023,1.21204,1.21394,1.20473,1.20561,-0.00641,-0.53%,341744
02/13/2023,1.20598,1.21514,1.20313,1.21394,0.00833,+0.69%,285971
02/14/2023,1.21394,1.22694,1.21187,1.21745,0.00351,+0.29%,383132
02/15/2023,1.21744,1.21818,1.199,1.20338,-0.01407,-1.16%,345567
02/16/2023,1.20335,1.20739,1.19658,1.19889,-0.00449,-0.37%,352597
02/17/2023,1.19895,1.20491,1.19154,1.20416,0.00527,+0.44%,327364
02/20/2023,1.20311,1.20568,1.20148,1.20412,-4.0E-5,0.00%,238026
02/21/2023,1.2041,1.21476,1.19869,1.21119,0.00707,+0.59%,360618
02/22/2023,1.21119,1.21355,1.20353,1.20463,-0.00656,-0.54%,343460
02/23/2023,1.20463,1.20748,1.19925,1.20144,-0.00319,-0.26%,317822
02/24/2023,1.20143,1.20417,1.19288,1.19411,-0.00733,-0.61%,363418
02/27/2023,1.19606,1.20662,1.19227,1.20635,0.01224,+1.03%,317236
02/28/2023,1.20637,1.21428,1.20181,1.20216,-0.00419,-0.35%,300332
03/01/2023,1.20215,1.20889,1.19657,1.20274,0.00058,+0.05%,372757
03/02/2023,1.20279,1.20364,1.19255,1.1947,-0.00804,-0.67%,356061
03/03/2023,1.19468,1.20487,1.19437,1.2044,0.0097,+0.81%,301060
03/06/2023,1.20252,1.20488,1.19931,1.20265,-0.00175,-0.15%,267551
03/07/2023,1.20266,1.20652,1.1822,1.18266,-0.01999,-1.66%,340765
03/08/2023,1.18268,1.18587,1.18034,1.18447,0.00181,+0.15%,313955
03/09/2023,1.18447,1.19385,1.18322,1.19249,0.00802,+0.68%,299791
03/10/2023,1.1925,1.21135,1.19084,1.2033,0.01081,+0.91%,438966
03/13/2023,1.20343,1.21994,1.20343,1.21834,0.01504,+1.25%,517939
03/14/2023,1.21834,1.22032,1.21364,1.21577,-0.00257,-0.21%,453099
03/15/2023,1.21576,1.21815,1.20107,1.20572,-0.01005,-0.83%,522112
03/16/2023,1.20572,1.21281,1.20279,1.21094,0.00522,+0.43%,452413
03/17/2023,1.21093,1.22006,1.21021,1.21815,0.00721,+0.60%,349933
03/20/2023,1.22116,1.22848,1.21676,1.22782,0.00967,+0.79%,350569
03/21/2023,1.22781,1.22825,1.21793,1.22176,-0.00606,-0.49%,262435
03/22/2023,1.22176,1.2335,1.22087,1.22685,0.00509,+0.42%,318700
03/23/2023,1.22685,1.23435,1.22622,1.22868,0.00183,+0.15%,351595
03/24/2023,1.22869,1.22922,1.2191,1.2232,-0.00548,-0.45%,325172
03/27/2023,1.22366,1.22933,1.22192,1.22879,0.00559,+0.46%,265327
03/28/2023,1.22876,1.23492,1.22816,1.23405,0.00526,+0.43%,253762
03/29/2023,1.2341,1.23614,1.23033,1.23148,-0.00257,-0.21%,269187
03/30/2023,1.23146,1.23929,1.2294,1.23866,0.00718,+0.58%,253635
03/31/2023,1.23865,1.24229,1.23255,1.23329,-0.00537,-0.43%,249997
04/03/2023,1.23367,1.24235,1.22746,1.24171,0.00842,+0.68%,258907
04/04/2023,1.24173,1.25253,1.23952,1.2501,0.00839,+0.68%,249687
04/05/2023,1.25009,1.25145,1.24335,1.24622,-0.00388,-0.31%,254209
04/06/2023,1.24623,1.24864,1.24132,1.24393,-0.00229,-0.18%,209396
04/07/2023,1.24394,1.24561,1.23904,1.24182,-0.00211,-0.17%,154080
04/10/2023,1.24236,1.24426,1.23452,1.23825,-0.00357,-0.29%,191340
04/11/2023,1.23824,1.24563,1.23807,1.24247,0.00422,+0.34%,235554
04/12/2023,1.24248,1.24953,1.23987,1.24848,0.00601,+0.48%,245307
04/13/2023,1.24847,1.25374,1.24795,1.25229,0.00381,+0.31%,246252
04/14/2023,1.25227,1.25463,1.23994,1.24153,-0.01076,-0.86%,271808
04/17/2023,1.24139,1.24381,1.23536,1.23764,-0.00389,-0.31%,226868
04/18/2023,1.23765,1.24497,1.23679,1.24253,0.00489,+0.40%,217915
04/19/2023,1.24253,1.24744,1.23928,1.24396,0.00143,+0.12%,249061
04/20/2023,1.24397,1.24673,1.24053,1.24434,0.00038,+0.03%,236425
04/21/2023,1.24433,1.24483,1.23674,1.24424,-0.0001,-0.01%,245981
04/24/2023,1.24254,1.24863,1.24111,1.24858,0.00434,+0.35%,225593
04/25/2023,1.24857,1.25071,1.23875,1.24106,-0.00752,-0.60%,250739
04/26/2023,1.24105,1.25153,1.2403,1.24696,0.0059,+0.48%,287477
04/27/2023,1.24696,1.24997,1.24368,1.24981,0.00285,+0.23%,273225
04/28/2023,1.24981,1.25842,1.24469,1.25675,0.00694,+0.56%,318966
05/01/2023,1.2559,1.25696,1.24807,1.24961,-0.00714,-0.57%,226699
05/02/2023,1.24961,1.2512,1.24357,1.24669,-0.00292,-0.23%,287374
05/03/2023,1.24668,1.25894,1.24646,1.25643,0.00974,+0.78%,280556
05/04/2023,1.25645,1.25986,1.25484,1.25733,0.0009,+0.07%,348961
05/05/2023,1.25731,1.26521,1.25611,1.26321,0.00588,+0.47%,274166
05/08/2023,1.26301,1.26685,1.26133,1.26186,-0.00135,-0.11%,200835
05/09/2023,1.26185,1.26398,1.25787,1.26207,0.00021,+0.02%,248443
05/10/2023,1.26206,1.26795,1.26029,1.26256,0.00049,+0.04%,244695
05/11/2023,1.26253,1.26408,1.2497,1.25115,-0.01141,-0.90%,286094
05/12/2023,1.25114,1.25406,1.2445,1.24486,-0.00629,-0.50%,240353
05/15/2023,1.24578,1.25345,1.24455,1.25284,0.00798,+0.64%,204828
05/16/2023,1.25285,1.25467,1.2466,1.24864,-0.0042,-0.34%,244696
05/17/2023,1.24865,1.25102,1.24217,1.24871,7.0E-5,+0.01%,242981
05/18/2023,1.2487,1.24929,1.23919,1.24087,-0.00784,-0.63%,243383
05/19/2023,1.24089,1.24839,1.23924,1.24461,0.00374,+0.30%,271258
05/22/2023,1.24515,1.24724,1.24144,1.2437,-0.00091,-0.07%,246113
05/23/2023,1.2437,1.24466,1.23729,1.24149,-0.00221,-0.18%,270433
05/24/2023,1.24147,1.24695,1.2358,1.23649,-0.005,-0.40%,286851
05/25/2023,1.23648,1.23868,1.23081,1.23212,-0.00437,-0.35%,276665
05/26/2023,1.23213,1.23951,1.23112,1.23481,0.00269,+0.22%,282388
